web_scraper_order,web_scraper_start_url,pagination,name,interface,rating,price,color,name3,price2,interface2,color2,name2,name4
"1784222757-110","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-PEX24028","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/51+17ow2B+L.jpg","https://m.media-amazon.com/images/I/51+17ow2B+L.jpg"
"1784222757-111","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-ADA24029","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41w47J2qp0L.jpg","https://m.media-amazon.com/images/I/41w47J2qp0L.jpg"
"1784222757-112","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","TRENDnet TE100-PCIWN","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","https://images-na.ssl-images-amazon.com/images/I/41eZgPskRJL.jpg","https://images-na.ssl-images-amazon.com/images/I/41eZgPskRJL.jpg"
"1784222757-113","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Intel EXPI9402PTBLK-1PK","InterfacePCIe x4","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/4136my6iDxL.jpg","https://m.media-amazon.com/images/I/4136my6iDxL.jpg"
"1784222757-114","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Intel PWLA8490MTBLK","InterfacePCI-X","(0)","£378.00Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31UzNNSib3L.jpg","https://m.media-amazon.com/images/I/31UzNNSib3L.jpg"
"1784222757-115","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Intel PWLA8492MTBLK5","InterfacePCI-X","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41Ib+eppsJL.jpg","https://m.media-amazon.com/images/I/41Ib+eppsJL.jpg"
"1784222757-116","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RC-400-LX","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41w-J4FIjdL.jpg","https://m.media-amazon.com/images/I/41w-J4FIjdL.jpg"
"1784222757-117","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG CN-GP1011-S3","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/aedb2c5ea9c00608782220d0edef8404.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aedb2c5ea9c00608782220d0edef8404.256p.jpg"
"1784222757-118","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","StarTech ST1000SPEXD2","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222757-119","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-ADA24005","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41GEgou76YL.jpg","https://m.media-amazon.com/images/I/41GEgou76YL.jpg"
"1784222757-120","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-ADA24027","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41uo-rf7QdL.jpg","https://m.media-amazon.com/images/I/41uo-rf7QdL.jpg"
"1784222757-121","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","TRENDnet TEG-PCITXR","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/4293c4df7f3ab3fa8ef31cf040292723.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4293c4df7f3ab3fa8ef31cf040292723.256p.jpg"
"1784222757-122","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","StarTech ST1000SPEX","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41XccT5VDQL.jpg","https://m.media-amazon.com/images/I/41XccT5VDQL.jpg"
"1784222757-123","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG CN-GP2011-S1","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/51RFd5jZ0lL.jpg","https://m.media-amazon.com/images/I/51RFd5jZ0lL.jpg"
"1784222757-124","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Asus NX1101","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","https://images-na.ssl-images-amazon.com/images/I/41I-dipTC1L.jpg","https://images-na.ssl-images-amazon.com/images/I/41I-dipTC1L.jpg"
"1784222757-125","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Belkin F4U047-RS","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31XEPzRR74L.jpg","https://m.media-amazon.com/images/I/31XEPzRR74L.jpg"
"1784222757-126","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RC-401-EX","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31y0ucq18wL.jpg","https://m.media-amazon.com/images/I/31y0ucq18wL.jpg"
"1784222757-127","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RC-402","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","https://images-fe.ssl-images-amazon.com/images/I/41iTss2QVlL.jpg","https://images-fe.ssl-images-amazon.com/images/I/41iTss2QVlL.jpg"
"1784222757-128","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SD-PEX24009","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/3104KbNm5IL.jpg","https://m.media-amazon.com/images/I/3104KbNm5IL.jpg"
"1784222757-129","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","D-Link DFE530TX+","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222757-130","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Edimax EU-4306","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/6085986216be155f42cbbbc16ec2cbbb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6085986216be155f42cbbbc16ec2cbbb.256p.jpg"
"1784222757-131","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Netgear GA311","InterfacePCI","(0)","£49.50Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/8b87e46e9ca30b8b59f6f9d8a6bcf135.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8b87e46e9ca30b8b59f6f9d8a6bcf135.256p.jpg"
"1784222757-132","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RC-411","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31WIV9-9vmL.jpg","https://m.media-amazon.com/images/I/31WIV9-9vmL.jpg"
"1784222757-133","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RNG-407-Dual","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/345609b94fc03142bb013d089a5ea5b9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/345609b94fc03142bb013d089a5ea5b9.256p.jpg"
"1784222757-134","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG CN-GP4011-S1","InterfacePCIe x4","(0)","Add","Color","(0)","Add","Interface","Color","https://images-na.ssl-images-amazon.com/images/I/41TqdRcixGL.jpg","https://images-na.ssl-images-amazon.com/images/I/41TqdRcixGL.jpg"
"1784222757-135","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","StarTech USB31000SW","InterfaceUSB Type-A 3.2 Gen 1","(0)","£23.03Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/6a899e99936f175f8e7cbe6d7c6046bb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6a899e99936f175f8e7cbe6d7c6046bb.256p.jpg"
"1784222757-136","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","TP-Link TG-3269","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","https://m.media-amazon.com/images/I/51zObPIe3EL.jpg","https://m.media-amazon.com/images/I/51zObPIe3EL.jpg"
"1784222757-137","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG JU-NE0511-S1","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/311Io32dGUL.jpg","https://m.media-amazon.com/images/I/311Io32dGUL.jpg"
"1784222757-138","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","StarTech USB31000SPTB","InterfaceUSB Type-A 3.2 Gen 1","(0)","£33.29Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/acf69231d3f7e45e3801b401db458709.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/acf69231d3f7e45e3801b401db458709.256p.jpg"
"1784222757-139","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","StarTech USB31000SPTW","InterfaceUSB Type-A 3.2 Gen 1","(0)","£29.84Add","Color","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/41a68f140c06f2bf6dcb7f91292fea90.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/41a68f140c06f2bf6dcb7f91292fea90.256p.jpg"
"1784222757-140","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SI-ADA24037","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","https://images-na.ssl-images-amazon.com/images/I/313h0wTjKHL.jpg","https://images-na.ssl-images-amazon.com/images/I/313h0wTjKHL.jpg"
"1784222757-141","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG CN-GP1111-S1","InterfacePCIe x4","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41OmBzyQ2rL.jpg","https://m.media-amazon.com/images/I/41OmBzyQ2rL.jpg"
"1784222757-142","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Plugable USB3-E1000","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31MPQ+evUyL.jpg","https://m.media-amazon.com/images/I/31MPQ+evUyL.jpg"
"1784222757-143","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG CN-GP4111-S1","InterfacePCIe x4","(0)","Add","Color","(0)","Add","Interface","Color","https://images-na.ssl-images-amazon.com/images/I/412Oz1PY%2B0L.jpg","https://images-na.ssl-images-amazon.com/images/I/412Oz1PY%2B0L.jpg"
"1784222757-144","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-ADA24040","InterfaceUSB Type-A 3.2 Gen 1","(0)","£15.82Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31srvpz1a0L.jpg","https://m.media-amazon.com/images/I/31srvpz1a0L.jpg"
"1784222757-145","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","D-Link DUB-1312","InterfaceUSB Type-A 3.2 Gen 1","(0)","£20.00Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/0814228525bef07cf709bd215eaadc08.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0814228525bef07cf709bd215eaadc08.256p.jpg"
"1784222757-146","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG JU-NE0711-S1","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/5155e6f98a78477852f74abe554d8eb4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5155e6f98a78477852f74abe554d8eb4.256p.jpg"
"1784222757-147","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Linksys USB3GIG","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/f178a50ae6bb9fc45c1adbf4402a57b8.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f178a50ae6bb9fc45c1adbf4402a57b8.256p.jpg"
"1784222757-148","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SY-PEX24056","InterfacePCIe x4","(0)","Add","ColorGreen / Black","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/a661f1bd52a0febb11ee9cd8f7962738.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a661f1bd52a0febb11ee9cd8f7962738.256p.jpg"
"1784222757-149","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Belkin B2B145-BLK","InterfaceUSB Type-C 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/1756ef18ceff984b78e6d9a6dfcef03a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1756ef18ceff984b78e6d9a6dfcef03a.256p.jpg"
"1784222757-150","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RNG-408U","InterfaceUSB Type-C 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/b8255902320df532e14a1c687154d7ea.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b8255902320df532e14a1c687154d7ea.256p.jpg"
"1784222757-151","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","V7 V7UCRJ45-BLK-1N","InterfaceUSB Type-C 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/77ce3ba7eaf5cb5117b683cdaf43ac5a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/77ce3ba7eaf5cb5117b683cdaf43ac5a.256p.jpg"
"1784222757-152","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG JU-NE0621-S2","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorWhite","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/97c25cca9ee3ba3de6ff33348f8d26fc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/97c25cca9ee3ba3de6ff33348f8d26fc.256p.jpg"
"1784222757-153","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Edimax EN-9320TX-E","InterfacePCIe x4","(0)","Add","ColorSilver / Green","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/2485d05152a873ec5977df90af3e0b9f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2485d05152a873ec5977df90af3e0b9f.256p.jpg"
"1784222757-154","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","HP E0X95AA","InterfacePCIe x1","(0)","Add","ColorGreen","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/ed0eb0af32b41be09ab5e67b18c12d03.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ed0eb0af32b41be09ab5e67b18c12d03.256p.jpg"
"1784222757-155","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Syba SD-PEX24065","InterfacePCIe x1","(0)","Add","ColorGreen","(0)","Add","Interface","Color","https://cdna.pcpartpicker.com/static/forever/images/product/2127c59fa0f8012e803b082c9b8f3d62.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2127c59fa0f8012e803b082c9b8f3d62.256p.jpg"
"1784222757-156","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","D-Link DGE-560T","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31DrQftNJ2L.jpg","https://m.media-amazon.com/images/I/31DrQftNJ2L.jpg"
"1784222757-157","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","SIIG LB-GE0611-S1","InterfacePCIe x1","(0)","Add","ColorGreen / Black","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/41-e+e0UU2L.jpg","https://m.media-amazon.com/images/I/41-e+e0UU2L.jpg"
"1784222757-158","https://uk.pcpartpicker.com/products/wired-network-card/","https://uk.pcpartpicker.com/products/wired-network-card/#page=2","Rosewill RC-20001","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","https://m.media-amazon.com/images/I/31SzsUuCmKL.jpg","https://m.media-amazon.com/images/I/31SzsUuCmKL.jpg"
